username,cursornum,primary_id,cursor_id,x,y,rotated_angle,diameter,window_size,delay,speed_rate,time
ogapy,20,0,1,0,0,0,30,1080,0,1,0
ogapy,20,1,8,0,0,0.7853982,30,1080,0,1,0
ogapy,20,2,3,0,0,1.047198,30,1080,0,1,0
ogapy,20,3,19,0,0,1.308997,30,1080,0,1,0
ogapy,20,4,7,0,0,1.570796,30,1080,0,1,0
ogapy,20,5,14,0,0,1.832596,30,1080,0,1,0
ogapy,20,6,4,0,0,2.094395,30,1080,0,1,0
ogapy,20,7,9,0,0,2.356194,30,1080,0,1,0
ogapy,20,8,16,0,0,2.617994,30,1080,0,1,0
ogapy,20,9,6,0,0,2.879793,30,1080,0,1,0
ogapy,20,10,10,0,0,3.141593,30,1080,0,1,0
ogapy,20,11,5,0,0,3.403392,30,1080,0,1,0
ogapy,20,12,18,0,0,3.665191,30,1080,0,1,0
ogapy,20,13,15,0,0,3.926991,30,1080,0,1,0
ogapy,20,14,11,0,0,4.18879,30,1080,0,1,0
ogapy,20,15,2,0,0,4.45059,30,1080,0,1,0
ogapy,20,16,12,0,0,4.712389,30,1080,0,1,0
ogapy,20,17,0,0,0,4.974188,30,1080,0,1,0
ogapy,20,18,17,0,0,5.235988,30,1080,0,1,0
ogapy,20,19,13,0,0,5.497787,30,1080,0,1,0
ogapy,20,0,1,-523.7114,363.4175,0,30,1080,0,1,0
ogapy,20,1,8,524.9944,3.692505,0.7853982,30,1080,0,1,0
ogapy,20,2,3,251.5354,-47.45264,1.047198,30,1080,0,1,0
ogapy,20,3,19,370.0872,-222.3406,1.308997,30,1080,0,1,0
ogapy,20,4,7,-464.5408,-289.9141,1.570796,30,1080,0,1,0
ogapy,20,5,14,213.2504,500.3127,1.832596,30,1080,0,1,0
ogapy,20,6,4,-175.038,507.9626,2.094395,30,1080,0,1,0
ogapy,20,7,9,-151.9544,-351.3226,2.356194,30,1080,0,1,0
ogapy,20,8,16,481.062,-64.11957,2.617994,30,1080,0,1,0
ogapy,20,9,6,379.5272,68.77942,2.879793,30,1080,0,1,0
ogapy,20,10,10,125.6142,-455.4785,3.141593,30,1080,0,1,0
ogapy,20,11,5,57.43481,-122.1484,3.403392,30,1080,0,1,0
ogapy,20,12,18,-63.41856,-263.416,3.665191,30,1080,0,1,0
ogapy,20,13,15,-26.7406,-2.975098,3.926991,30,1080,0,1,0
ogapy,20,14,11,177.2223,-107.045,4.18879,30,1080,0,1,0
ogapy,20,15,2,-297.0848,-15.42371,4.45059,30,1080,0,1,0
ogapy,20,16,12,-451.1555,-307.727,4.712389,30,1080,0,1,0
ogapy,20,17,0,-5.578003,-135.5554,4.974188,30,1080,0,1,0
ogapy,20,18,17,-310.7169,-373.5909,5.235988,30,1080,0,1,0
ogapy,20,19,13,509.9512,-472.9498,5.497787,30,1080,0,1,0
ogapy,20,0,1,-523.7114,363.4175,0,30,1080,0,1,0.02000046
ogapy,20,1,8,524.9944,3.692505,0.7853982,30,1080,0,1,0.02000046
ogapy,20,2,3,251.5354,-47.45264,1.047198,30,1080,0,1,0.02000046
ogapy,20,3,19,370.0872,-222.3406,1.308997,30,1080,0,1,0.02000046
ogapy,20,4,7,-464.5408,-289.9141,1.570796,30,1080,0,1,0.02000046
ogapy,20,5,14,213.2504,500.3127,1.832596,30,1080,0,1,0.02000046
ogapy,20,6,4,-175.038,507.9626,2.094395,30,1080,0,1,0.02000046
ogapy,20,7,9,-151.9544,-351.3226,2.356194,30,1080,0,1,0.02000046
ogapy,20,8,16,481.062,-64.11957,2.617994,30,1080,0,1,0.02000046
ogapy,20,9,6,379.5272,68.77942,2.879793,30,1080,0,1,0.02000046
ogapy,20,10,10,125.6142,-455.4785,3.141593,30,1080,0,1,0.02000046
ogapy,20,11,5,57.43481,-122.1484,3.403392,30,1080,0,1,0.02000046
ogapy,20,12,18,-63.41856,-263.416,3.665191,30,1080,0,1,0.02000046
ogapy,20,13,15,-26.7406,-2.975098,3.926991,30,1080,0,1,0.02000046
ogapy,20,14,11,177.2223,-107.045,4.18879,30,1080,0,1,0.02000046
ogapy,20,15,2,-297.0848,-15.42371,4.45059,30,1080,0,1,0.02000046
ogapy,20,16,12,-451.1555,-307.727,4.712389,30,1080,0,1,0.02000046
ogapy,20,17,0,-5.578003,-135.5554,4.974188,30,1080,0,1,0.02000046
ogapy,20,18,17,-310.7169,-373.5909,5.235988,30,1080,0,1,0.02000046
ogapy,20,19,13,509.9512,-472.9498,5.497787,30,1080,0,1,0.02000046
ogapy,20,0,1,-523.7114,363.4175,0,30,1080,0,1,0.02820206
ogapy,20,1,8,524.9944,3.692505,0.7853982,30,1080,0,1,0.02820206
ogapy,20,2,3,251.5354,-47.45264,1.047198,30,1080,0,1,0.02820206
ogapy,20,3,19,370.0872,-222.3406,1.308997,30,1080,0,1,0.02820206
ogapy,20,4,7,-464.5408,-289.9141,1.570796,30,1080,0,1,0.02820206
ogapy,20,5,14,213.2504,500.3127,1.832596,30,1080,0,1,0.02820206
ogapy,20,6,4,-175.038,507.9626,2.094395,30,1080,0,1,0.02820206
ogapy,20,7,9,-151.9544,-351.3226,2.356194,30,1080,0,1,0.02820206
ogapy,20,8,16,481.062,-64.11957,2.617994,30,1080,0,1,0.02820206
ogapy,20,9,6,379.5272,68.77942,2.879793,30,1080,0,1,0.02820206
ogapy,20,10,10,125.6142,-455.4785,3.141593,30,1080,0,1,0.02820206
ogapy,20,11,5,57.43481,-122.1484,3.403392,30,1080,0,1,0.02820206
ogapy,20,12,18,-63.41856,-263.416,3.665191,30,1080,0,1,0.02820206
ogapy,20,13,15,-26.7406,-2.975098,3.926991,30,1080,0,1,0.02820206
ogapy,20,14,11,177.2223,-107.045,4.18879,30,1080,0,1,0.02820206
ogapy,20,15,2,-297.0848,-15.42371,4.45059,30,1080,0,1,0.02820206
ogapy,20,16,12,-451.1555,-307.727,4.712389,30,1080,0,1,0.02820206
ogapy,20,17,0,-5.578003,-135.5554,4.974188,30,1080,0,1,0.02820206
ogapy,20,18,17,-310.7169,-373.5909,5.235988,30,1080,0,1,0.02820206
