username,cursornum,primary_id,cursor_id,x,y,rotated_angle,diameter,window_size,delay,speed_rate,time
d,10,0,6,0,0,0,10,1080,0,1,0
d,10,1,7,0,0,0.7853982,10,1080,0,1,0
d,10,2,1,0,0,1.374447,10,1080,0,1,0
d,10,3,8,0,0,1.963495,10,1080,0,1,0
d,10,4,4,0,0,2.552544,10,1080,0,1,0
d,10,5,2,0,0,3.141593,10,1080,0,1,0
d,10,6,3,0,0,3.730641,10,1080,0,1,0
d,10,7,9,0,0,4.31969,10,1080,0,1,0
d,10,8,0,0,0,4.908739,10,1080,0,1,0
d,10,9,5,0,0,5.497787,10,1080,0,1,0
d,10,0,6,-36.93073,-70.2179,0,10,1080,0,1,0
d,10,1,7,513.7411,147.2359,0.7853982,10,1080,0,1,0
d,10,2,1,-288.7452,91.88483,1.374447,10,1080,0,1,0
d,10,3,8,499.8353,-240.7496,1.963495,10,1080,0,1,0
d,10,4,4,515.3628,316.3792,2.552544,10,1080,0,1,0
d,10,5,2,284.1905,-16.12384,3.141593,10,1080,0,1,0
d,10,6,3,-154.4063,436.6029,3.730641,10,1080,0,1,0
d,10,7,9,-337.6626,174.7229,4.31969,10,1080,0,1,0
d,10,8,0,503.478,197.0588,4.908739,10,1080,0,1,0
d,10,9,5,294.5575,-98.03424,5.497787,10,1080,0,1,0
d,10,0,6,-36.93073,-70.2179,0,10,1080,0,1,0.02000046
d,10,1,7,513.7411,147.2359,0.7853982,10,1080,0,1,0.02000046
d,10,2,1,-288.7452,91.88483,1.374447,10,1080,0,1,0.02000046
d,10,3,8,499.8353,-240.7496,1.963495,10,1080,0,1,0.02000046
d,10,4,4,515.3628,316.3792,2.552544,10,1080,0,1,0.02000046
d,10,5,2,284.1905,-16.12384,3.141593,10,1080,0,1,0.02000046
d,10,6,3,-154.4063,436.6029,3.730641,10,1080,0,1,0.02000046
d,10,7,9,-337.6626,174.7229,4.31969,10,1080,0,1,0.02000046
d,10,8,0,503.478,197.0588,4.908739,10,1080,0,1,0.02000046
d,10,9,5,294.5575,-98.03424,5.497787,10,1080,0,1,0.02000046
d,10,0,6,-36.93073,-70.2179,0,10,1080,0,1,0.02895355
d,10,1,7,513.7411,147.2359,0.7853982,10,1080,0,1,0.02895355
d,10,2,1,-288.7452,91.88483,1.374447,10,1080,0,1,0.02895355
d,10,3,8,499.8353,-240.7496,1.963495,10,1080,0,1,0.02895355
d,10,4,4,515.3628,316.3792,2.552544,10,1080,0,1,0.02895355
d,10,5,2,284.1905,-16.12384,3.141593,10,1080,0,1,0.02895355
d,10,6,3,-154.4063,436.6029,3.730641,10,1080,0,1,0.02895355
d,10,7,9,-337.6626,174.7229,4.31969,10,1080,0,1,0.02895355
d,10,8,0,503.478,197.0588,4.908739,10,1080,0,1,0.02895355
d,10,9,5,294.5575,-98.03424,5.497787,10,1080,0,1,0.02895355
d,10,0,6,-36.93073,-70.2179,0,10,1080,0,1,0.03641891
d,10,1,7,513.7411,147.2359,0.7853982,10,1080,0,1,0.03641891
d,10,2,1,-288.7452,91.88483,1.374447,10,1080,0,1,0.03641891
d,10,3,8,499.8353,-240.7496,1.963495,10,1080,0,1,0.03641891
d,10,4,4,515.3628,316.3792,2.552544,10,1080,0,1,0.03641891
d,10,5,2,284.1905,-16.12384,3.141593,10,1080,0,1,0.03641891
d,10,6,3,-154.4063,436.6029,3.730641,10,1080,0,1,0.03641891
d,10,7,9,-337.6626,174.7229,4.31969,10,1080,0,1,0.03641891
d,10,8,0,503.478,197.0588,4.908739,10,1080,0,1,0.03641891
d,10,9,5,294.5575,-98.03424,5.497787,10,1080,0,1,0.03641891
d,10,0,6,-36.93073,-70.2179,0,10,1080,0,1,0.04389954
d,10,1,7,513.7411,147.2359,0.7853982,10,1080,0,1,0.04389954
d,10,2,1,-288.7452,91.88483,1.374447,10,1080,0,1,0.04389954
d,10,3,8,499.8353,-240.7496,1.963495,10,1080,0,1,0.04389954
d,10,4,4,515.3628,316.3792,2.552544,10,1080,0,1,0.04389954
d,10,5,2,284.1905,-16.12384,3.141593,10,1080,0,1,0.04389954
d,10,6,3,-154.4063,436.6029,3.730641,10,1080,0,1,0.04389954
d,10,7,9,-337.6626,174.7229,4.31969,10,1080,0,1,0.04389954
d,10,8,0,503.478,197.0588,4.908739,10,1080,0,1,0.04389954
d,10,9,5,294.5575,-98.03424,5.497787,10,1080,0,1,0.04389954
d,10,0,6,-36.93073,-70.2179,0,10,1080,0,1,0.04786682
d,10,1,7,513.7411,147.2359,0.7853982,10,1080,0,1,0.04786682
d,10,2,1,-288.7452,91.88483,1.374447,10,1080,0,1,0.04786682
d,10,3,8,499.8353,-240.7496,1.963495,10,1080,0,1,0.04786682
d,10,4,4,515.3628,316.3792,2.552544,10,1080,0,1,0.04786682
d,10,5,2,284.1905,-16.12384,3.141593,10,1080,0,1,0.04786682
d,10,6,3,-154.4063,436.6029,3.730641,10,1080,0,1,0.04786682
d,10,7,9,-337.6626,174.7229,4.31969,10,1080,0,1,0.04786682
d,10,8,0,503.478,197.0588,4.908739,10,1080,0,1,0.04786682
d,10,9,5,294.5575,-98.03424,5.497787,10,1080,0,1,0.04786682
d,10,0,6,-36.93073,-70.2179,0,10,1080,0,1,0.05208588
d,10,1,7,513.7411,147.2359,0.7853982,10,1080,0,1,0.05208588
d,10,2,1,-288.7452,91.88483,1.374447,10,1080,0,1,0.05208588
d,10,3,8,499.8353,-240.7496,1.963495,10,1080,0,1,0.05208588
d,10,4,4,515.3628,316.3792,2.552544,10,1080,0,1,0.05208588
d,10,5,2,284.1905,-16.12384,3.141593,10,1080,0,1,0.05208588
d,10,6,3,-154.4063,436.6029,3.730641,10,1080,0,1,0.05208588
d,10,7,9,-337.6626,174.7229,4.31969,10,1080,0,1,0.05208588
d,10,8,0,503.478,197.0588,4.908739,10,1080,0,1,0.05208588
d,10,9,5,294.5575,-98.03424,5.497787,10,1080,0,1,0.05208588
d,10,0,6,-36.93073,-70.2179,0,10,1080,0,1,0.07244492
d,10,1,7,513.7411,147.2359,0.7853982,10,1080,0,1,0.07244492
d,10,2,1,-288.7452,91.88483,1.374447,10,1080,0,1,0.07244492
d,10,3,8,499.8353,-240.7496,1.963495,10,1080,0,1,0.07244492
d,10,4,4,515.3628,316.3792,2.552544,10,1080,0,1,0.07244492
d,10,5,2,284.1905,-16.12384,3.141593,10,1080,0,1,0.07244492
