username,cursornum,primary_id,cursor_id,x,y,rotated_angle,time
o,5,0,3,0,0,0,0
o,5,1,1,0,0,0.7853982,0
o,5,2,4,0,0,2.356194,0
o,5,3,0,0,0,3.926991,0
o,5,4,2,0,0,5.497787,0
o,5,0,3,462.946,-499.7134,0,0
o,5,1,1,-292.5233,193.982,0.7853982,0
o,5,2,4,415.6163,-19.46039,2.356194,0
o,5,3,0,-170.5387,-303.7609,3.926991,0
o,5,4,2,376.407,193.4902,5.497787,0
o,5,0,3,462.946,-499.7134,0,0.02000046
o,5,1,1,-292.5233,193.982,0.7853982,0.02000046
o,5,2,4,415.6163,-19.46039,2.356194,0.02000046
o,5,3,0,-170.5387,-303.7609,3.926991,0.02000046
o,5,4,2,376.407,193.4902,5.497787,0.02000046
o,5,0,3,462.946,-499.7134,0,0.02780533
o,5,1,1,-292.5233,193.982,0.7853982,0.02780533
o,5,2,4,415.6163,-19.46039,2.356194,0.02780533
o,5,3,0,-170.5387,-303.7609,3.926991,0.02780533
o,5,4,2,376.407,193.4902,5.497787,0.02780533
o,5,0,3,462.946,-499.7134,0,0.03543472
o,5,1,1,-292.5233,193.982,0.7853982,0.03543472
o,5,2,4,415.6163,-19.46039,2.356194,0.03543472
o,5,3,0,-170.5387,-303.7609,3.926991,0.03543472
o,5,4,2,376.407,193.4902,5.497787,0.03543472
o,5,0,3,462.946,-499.7134,0,0.03930283
o,5,1,1,-292.5233,193.982,0.7853982,0.03930283
o,5,2,4,415.6163,-19.46039,2.356194,0.03930283
o,5,3,0,-170.5387,-303.7609,3.926991,0.03930283
o,5,4,2,376.407,193.4902,5.497787,0.03930283
o,5,0,3,462.946,-499.7134,0,0.04321289
o,5,1,1,-292.5233,193.982,0.7853982,0.04321289
o,5,2,4,415.6163,-19.46039,2.356194,0.04321289
o,5,3,0,-170.5387,-303.7609,3.926991,0.04321289
o,5,4,2,376.407,193.4902,5.497787,0.04321289
o,5,0,3,462.946,-499.7134,0,0.06380463
o,5,1,1,-292.5233,193.982,0.7853982,0.06380463
o,5,2,4,415.6163,-19.46039,2.356194,0.06380463
o,5,3,0,-170.5387,-303.7609,3.926991,0.06380463
o,5,4,2,376.407,193.4902,5.497787,0.06380463
o,5,0,3,462.946,-499.7134,0,0.07514191
o,5,1,1,-292.5233,193.982,0.7853982,0.07514191
o,5,2,4,415.6163,-19.46039,2.356194,0.07514191
o,5,3,0,-170.5387,-303.7609,3.926991,0.07514191
o,5,4,2,376.407,193.4902,5.497787,0.07514191
o,5,0,3,462.946,-499.7134,0,0.08333206
o,5,1,1,-292.5233,193.982,0.7853982,0.08333206
o,5,2,4,415.6163,-19.46039,2.356194,0.08333206
o,5,3,0,-170.5387,-303.7609,3.926991,0.08333206
o,5,4,2,376.407,193.4902,5.497787,0.08333206
o,5,0,3,462.946,-499.7134,0,0.09141922
o,5,1,1,-292.5233,193.982,0.7853982,0.09141922
o,5,2,4,415.6163,-19.46039,2.356194,0.09141922
o,5,3,0,-170.5387,-303.7609,3.926991,0.09141922
o,5,4,2,376.407,193.4902,5.497787,0.09141922
o,5,0,3,462.946,-499.7134,0,0.09510422
o,5,1,1,-292.5233,193.982,0.7853982,0.09510422
o,5,2,4,415.6163,-19.46039,2.356194,0.09510422
o,5,3,0,-170.5387,-303.7609,3.926991,0.09510422
o,5,4,2,376.407,193.4902,5.497787,0.09510422
o,5,0,3,462.946,-499.7134,0,0.09910202
o,5,1,1,-292.5233,193.982,0.7853982,0.09910202
o,5,2,4,415.6163,-19.46039,2.356194,0.09910202
o,5,3,0,-170.5387,-303.7609,3.926991,0.09910202
o,5,4,2,376.407,193.4902,5.497787,0.09910202
o,5,0,3,462.946,-499.7134,0,0.10326
o,5,1,1,-292.5233,193.982,0.7853982,0.10326
o,5,2,4,415.6163,-19.46039,2.356194,0.10326
o,5,3,0,-170.5387,-303.7609,3.926991,0.10326
o,5,4,2,376.407,193.4902,5.497787,0.10326
o,5,0,3,462.946,-499.7134,0,0.1074982
o,5,1,1,-292.5233,193.982,0.7853982,0.1074982
o,5,2,4,415.6163,-19.46039,2.356194,0.1074982
o,5,3,0,-170.5387,-303.7609,3.926991,0.1074982
o,5,4,2,376.407,193.4902,5.497787,0.1074982
o,5,0,3,462.946,-499.7134,0,0.1157799
o,5,1,1,-292.5233,193.982,0.7853982,0.1157799
o,5,2,4,415.6163,-19.46039,2.356194,0.1157799
o,5,3,0,-170.5387,-303.7609,3.926991,0.1157799
o,5,4,2,376.407,193.4902,5.497787,0.1157799
o,5,0,3,462.946,-499.7134,0,0.1191177
o,5,1,1,-292.5233,193.982,0.7853982,0.1191177
o,5,2,4,415.6163,-19.46039,2.356194,0.1191177
o,5,3,0,-170.5387,-303.7609,3.926991,0.1191177
o,5,4,2,376.407,193.4902,5.497787,0.1191177
o,5,0,3,462.946,-499.7134,0,0.1230888
o,5,1,1,-292.5233,193.982,0.7853982,0.1230888
o,5,2,4,415.6163,-19.46039,2.356194,0.1230888
o,5,3,0,-170.5387,-303.7609,3.926991,0.1230888
o,5,4,2,376.407,193.4902,5.497787,0.1230888
o,5,0,3,462.946,-499.7134,0,0.1314774
o,5,1,1,-292.5233,193.982,0.7853982,0.1314774
o,5,2,4,415.6163,-19.46039,2.356194,0.1314774
o,5,3,0,-170.5387,-303.7609,3.926991,0.1314774
o,5,4,2,376.407,193.4902,5.497787,0.1314774
o,5,0,3,462.946,-499.7134,0,0.1351089
o,5,1,1,-292.5233,193.982,0.7853982,0.1351089
