username,cursornum,primary_id,cursor_id,x,y,rotated_angle,time
o,5,0,2,0,0,0,0
o,5,1,4,0,0,0.7853982,0
o,5,2,3,0,0,2.356194,0
o,5,3,1,0,0,3.926991,0
o,5,4,0,0,0,5.497787,0
o,5,0,2,111.9313,466.7205,0,0
o,5,1,4,-433.7968,175.8676,0.7853982,0
o,5,2,3,327.7213,-106.8158,2.356194,0
o,5,3,1,51.74245,-526.4719,3.926991,0
o,5,4,0,-12.81555,237.5875,5.497787,0
o,5,0,2,111.9313,466.7205,0,0.02000046
o,5,1,4,-433.7968,175.8676,0.7853982,0.02000046
o,5,2,3,327.7213,-106.8158,2.356194,0.02000046
o,5,3,1,51.74245,-526.4719,3.926991,0.02000046
o,5,4,0,-12.81555,237.5875,5.497787,0.02000046
o,5,0,2,111.9313,466.7205,0,0.02453041
o,5,1,4,-433.7968,175.8676,0.7853982,0.02453041
o,5,2,3,327.7213,-106.8158,2.356194,0.02453041
o,5,3,1,51.74245,-526.4719,3.926991,0.02453041
o,5,4,0,-12.81555,237.5875,5.497787,0.02453041
o,5,0,2,111.9313,466.7205,0,0.03651237
o,5,1,4,-433.7968,175.8676,0.7853982,0.03651237
o,5,2,3,327.7213,-106.8158,2.356194,0.03651237
o,5,3,1,51.74245,-526.4719,3.926991,0.03651237
o,5,4,0,-12.81555,237.5875,5.497787,0.03651237
o,5,0,2,111.9313,466.7205,0,0.04410934
o,5,1,4,-433.7968,175.8676,0.7853982,0.04410934
o,5,2,3,327.7213,-106.8158,2.356194,0.04410934
o,5,3,1,51.74245,-526.4719,3.926991,0.04410934
o,5,4,0,-12.81555,237.5875,5.497787,0.04410934
o,5,0,2,111.9313,466.7205,0,0.06839752
o,5,1,4,-433.7968,175.8676,0.7853982,0.06839752
o,5,2,3,327.7213,-106.8158,2.356194,0.06839752
o,5,3,1,51.74245,-526.4719,3.926991,0.06839752
o,5,4,0,-12.81555,237.5875,5.497787,0.06839752
o,5,0,2,111.9313,466.7205,0,0.08000946
o,5,1,4,-433.7968,175.8676,0.7853982,0.08000946
o,5,2,3,327.7213,-106.8158,2.356194,0.08000946
o,5,3,1,51.74245,-526.4719,3.926991,0.08000946
o,5,4,0,-12.81555,237.5875,5.497787,0.08000946
o,5,0,2,111.9313,466.7205,0,0.08804893
o,5,1,4,-433.7968,175.8676,0.7853982,0.08804893
o,5,2,3,327.7213,-106.8158,2.356194,0.08804893
o,5,3,1,51.74245,-526.4719,3.926991,0.08804893
o,5,4,0,-12.81555,237.5875,5.497787,0.08804893
o,5,0,2,111.9313,466.7205,0,0.09644699
o,5,1,4,-433.7968,175.8676,0.7853982,0.09644699
o,5,2,3,327.7213,-106.8158,2.356194,0.09644699
o,5,3,1,51.74245,-526.4719,3.926991,0.09644699
o,5,4,0,-12.81555,237.5875,5.497787,0.09644699
o,5,0,2,111.9313,466.7205,0,0.09988785
o,5,1,4,-433.7968,175.8676,0.7853982,0.09988785
o,5,2,3,327.7213,-106.8158,2.356194,0.09988785
o,5,3,1,51.74245,-526.4719,3.926991,0.09988785
o,5,4,0,-12.81555,237.5875,5.497787,0.09988785
o,5,0,2,111.9313,466.7205,0,0.1041183
o,5,1,4,-433.7968,175.8676,0.7853982,0.1041183
o,5,2,3,327.7213,-106.8158,2.356194,0.1041183
o,5,3,1,51.74245,-526.4719,3.926991,0.1041183
o,5,4,0,-12.81555,237.5875,5.497787,0.1041183
o,5,0,2,111.9313,466.7205,0,0.1079884
o,5,1,4,-433.7968,175.8676,0.7853982,0.1079884
o,5,2,3,327.7213,-106.8158,2.356194,0.1079884
o,5,3,1,51.74245,-526.4719,3.926991,0.1079884
o,5,4,0,-12.81555,237.5875,5.497787,0.1079884
o,5,0,2,111.9313,466.7205,0,0.1123142
o,5,1,4,-433.7968,175.8676,0.7853982,0.1123142
o,5,2,3,327.7213,-106.8158,2.356194,0.1123142
o,5,3,1,51.74245,-526.4719,3.926991,0.1123142
o,5,4,0,-12.81555,237.5875,5.497787,0.1123142
o,5,0,2,111.9313,466.7205,0,0.115984
o,5,1,4,-433.7968,175.8676,0.7853982,0.115984
o,5,2,3,327.7213,-106.8158,2.356194,0.115984
o,5,3,1,51.74245,-526.4719,3.926991,0.115984
o,5,4,0,-12.81555,237.5875,5.497787,0.115984
o,5,0,2,111.9313,466.7205,0,0.1199608
o,5,1,4,-433.7968,175.8676,0.7853982,0.1199608
o,5,2,3,327.7213,-106.8158,2.356194,0.1199608
o,5,3,1,51.74245,-526.4719,3.926991,0.1199608
o,5,4,0,-12.81555,237.5875,5.497787,0.1199608
o,5,0,2,111.9313,466.7205,0,0.1281166
o,5,1,4,-433.7968,175.8676,0.7853982,0.1281166
o,5,2,3,327.7213,-106.8158,2.356194,0.1281166
o,5,3,1,51.74245,-526.4719,3.926991,0.1281166
o,5,4,0,-12.81555,237.5875,5.497787,0.1281166
o,5,0,2,111.9313,466.7205,0,0.1321144
o,5,1,4,-433.7968,175.8676,0.7853982,0.1321144
o,5,2,3,327.7213,-106.8158,2.356194,0.1321144
o,5,3,1,51.74245,-526.4719,3.926991,0.1321144
o,5,4,0,-12.81555,237.5875,5.497787,0.1321144
o,5,0,2,111.9313,466.7205,0,0.1359901
o,5,1,4,-433.7968,175.8676,0.7853982,0.1359901
o,5,2,3,327.7213,-106.8158,2.356194,0.1359901
o,5,3,1,51.74245,-526.4719,3.926991,0.1359901
o,5,4,0,-12.81555,237.5875,5.497787,0.1359901
o,5,0,2,111.9313,466.7205,0,0.1441936
o,5,1,4,-433.7968,175.8676,0.7853982,0.1441936
o,5,2,3,327.7213,-106.8158,2.356194,0.1441936
o,5,3,1,51.74245,-526.4719,3.926991,0.1441936
o,5,4,0,-12.81555,237.5875,5.497787,0.1441936
o,5,0,2,111.9313,466.7205,0,0.1480083
o,5,1,4,-433.7968,175.8676,0.7853982,0.1480083
o,5,2,3,327.7213,-106.8158,2.356194,0.1480083
o,5,3,1,51.74245,-526.4719,3.926991,0.1480083
o,5,4,0,-12.81555,237.5875,5.497787,0.1480083
o,5,0,2,111.9313,466.7205,0,0.1522083
o,5,1,4,-433.7968,175.8676,0.7853982,0.1522083
o,5,2,3,327.7213,-106.8158,2.356194,0.1522083
o,5,3,1,51.74245,-526.4719,3.926991,0.1522083
o,5,4,0,-12.81555,237.5875,5.497787,0.1522083
o,5,0,2,111.9313,466.7205,0,0.1601563
o,5,1,4,-433.7968,175.8676,0.7853982,0.1601563
o,5,2,3,327.7213,-106.8158,2.356194,0.1601563
o,5,3,1,51.74245,-526.4719,3.926991,0.1601563
