username,cursornum,primary_id,cursor_id,x,y,rotated_angle,time
o,10,0,3,0,0,0,0
o,10,1,5,0,0,0.7853982,0
o,10,2,4,0,0,1.374447,0
o,10,3,1,0,0,1.963495,0
o,10,4,9,0,0,2.552544,0
o,10,5,6,0,0,3.141593,0
o,10,6,7,0,0,3.730641,0
o,10,7,8,0,0,4.31969,0
o,10,8,0,0,0,4.908739,0
o,10,9,2,0,0,5.497787,0
o,10,0,3,383.3484,381.9944,0,0
o,10,1,5,-45.34621,-54.92891,0.7853982,0
o,10,2,4,253.8285,281.8194,1.374447,0
o,10,3,1,119.392,-529.172,1.963495,0
o,10,4,9,-257.2318,-216.1858,2.552544,0
o,10,5,6,330.7063,480.7074,3.141593,0
o,10,6,7,87.76186,-412.3366,3.730641,0
o,10,7,8,-88.50008,429.8794,4.31969,0
o,10,8,0,315.8551,45.62805,4.908739,0
o,10,9,2,42.16296,119.5504,5.497787,0
o,10,0,3,383.3484,381.9944,0,0.01999664
o,10,1,5,-45.34621,-54.92891,0.7853982,0.01999664
o,10,2,4,253.8285,281.8194,1.374447,0.01999664
o,10,3,1,119.392,-529.172,1.963495,0.01999664
o,10,4,9,-257.2318,-216.1858,2.552544,0.01999664
o,10,5,6,330.7063,480.7074,3.141593,0.01999664
o,10,6,7,87.76186,-412.3366,3.730641,0.01999664
o,10,7,8,-88.50008,429.8794,4.31969,0.01999664
o,10,8,0,315.8551,45.62805,4.908739,0.01999664
o,10,9,2,42.16296,119.5504,5.497787,0.01999664
o,10,0,3,383.3484,381.9944,0,0.02398682
o,10,1,5,-45.34621,-54.92891,0.7853982,0.02398682
o,10,2,4,253.8285,281.8194,1.374447,0.02398682
o,10,3,1,119.392,-529.172,1.963495,0.02398682
o,10,4,9,-257.2318,-216.1858,2.552544,0.02398682
o,10,5,6,330.7063,480.7074,3.141593,0.02398682
o,10,6,7,87.76186,-412.3366,3.730641,0.02398682
o,10,7,8,-88.50008,429.8794,4.31969,0.02398682
o,10,8,0,315.8551,45.62805,4.908739,0.02398682
o,10,9,2,42.16296,119.5504,5.497787,0.02398682
o,10,0,3,383.3484,381.9944,0,0.02807617
o,10,1,5,-45.34621,-54.92891,0.7853982,0.02807617
o,10,2,4,253.8285,281.8194,1.374447,0.02807617
o,10,3,1,119.392,-529.172,1.963495,0.02807617
o,10,4,9,-257.2318,-216.1858,2.552544,0.02807617
o,10,5,6,330.7063,480.7074,3.141593,0.02807617
o,10,6,7,87.76186,-412.3366,3.730641,0.02807617
o,10,7,8,-88.50008,429.8794,4.31969,0.02807617
o,10,8,0,315.8551,45.62805,4.908739,0.02807617
o,10,9,2,42.16296,119.5504,5.497787,0.02807617
o,10,0,3,383.3484,381.9944,0,0.03225708
o,10,1,5,-45.34621,-54.92891,0.7853982,0.03225708
o,10,2,4,253.8285,281.8194,1.374447,0.03225708
o,10,3,1,119.392,-529.172,1.963495,0.03225708
o,10,4,9,-257.2318,-216.1858,2.552544,0.03225708
o,10,5,6,330.7063,480.7074,3.141593,0.03225708
o,10,6,7,87.76186,-412.3366,3.730641,0.03225708
o,10,7,8,-88.50008,429.8794,4.31969,0.03225708
o,10,8,0,315.8551,45.62805,4.908739,0.03225708
o,10,9,2,42.16296,119.5504,5.497787,0.03225708
