username,cursornum,primary_id,cursor_id,x,y,rotated_angle,time
o,10,0,6,0,0,0,0
o,10,1,8,0,0,0.7853982,0
o,10,2,0,0,0,1.374447,0
o,10,3,3,0,0,1.963495,0
o,10,4,1,0,0,2.552544,0
o,10,5,4,0,0,3.141593,0
o,10,6,7,0,0,3.730641,0
o,10,7,9,0,0,4.31969,0
o,10,8,5,0,0,4.908739,0
o,10,9,2,0,0,5.497787,0
o,10,0,6,-466.9254,377.5331,0,0
o,10,1,8,-295.2064,-536.7998,0.7853982,0
o,10,2,0,-336.9731,-230.2618,1.374447,0
o,10,3,3,328.6556,259.8215,1.963495,0
o,10,4,1,-376.6528,409.8127,2.552544,0
o,10,5,4,-91.05725,519.208,3.141593,0
o,10,6,7,-479.0949,-317.019,3.730641,0
o,10,7,9,369.9484,-35.09135,4.31969,0
o,10,8,5,-36.9776,315.2052,4.908739,0
o,10,9,2,-484.0722,-139.097,5.497787,0
o,10,0,6,-466.9254,377.5331,0,0.02000046
o,10,1,8,-295.2064,-536.7998,0.7853982,0.02000046
o,10,2,0,-336.9731,-230.2618,1.374447,0.02000046
o,10,3,3,328.6556,259.8215,1.963495,0.02000046
o,10,4,1,-376.6528,409.8127,2.552544,0.02000046
o,10,5,4,-91.05725,519.208,3.141593,0.02000046
o,10,6,7,-479.0949,-317.019,3.730641,0.02000046
o,10,7,9,369.9484,-35.09135,4.31969,0.02000046
o,10,8,5,-36.9776,315.2052,4.908739,0.02000046
o,10,9,2,-484.0722,-139.097,5.497787,0.02000046
o,10,0,6,-466.9254,377.5331,0,0.02383423
o,10,1,8,-295.2064,-536.7998,0.7853982,0.02383423
o,10,2,0,-336.9731,-230.2618,1.374447,0.02383423
o,10,3,3,328.6556,259.8215,1.963495,0.02383423
o,10,4,1,-376.6528,409.8127,2.552544,0.02383423
o,10,5,4,-91.05725,519.208,3.141593,0.02383423
o,10,6,7,-479.0949,-317.019,3.730641,0.02383423
o,10,7,9,369.9484,-35.09135,4.31969,0.02383423
o,10,8,5,-36.9776,315.2052,4.908739,0.02383423
o,10,9,2,-484.0722,-139.097,5.497787,0.02383423
o,10,0,6,-466.9254,377.5331,0,0.03189087
o,10,1,8,-295.2064,-536.7998,0.7853982,0.03189087
o,10,2,0,-336.9731,-230.2618,1.374447,0.03189087
o,10,3,3,328.6556,259.8215,1.963495,0.03189087
o,10,4,1,-376.6528,409.8127,2.552544,0.03189087
o,10,5,4,-91.05725,519.208,3.141593,0.03189087
o,10,6,7,-479.0949,-317.019,3.730641,0.03189087
o,10,7,9,369.9484,-35.09135,4.31969,0.03189087
o,10,8,5,-36.9776,315.2052,4.908739,0.03189087
o,10,9,2,-484.0722,-139.097,5.497787,0.03189087
o,10,0,6,-466.9254,377.5331,0,0.04808426
o,10,1,8,-295.2064,-536.7998,0.7853982,0.04808426
o,10,2,0,-336.9731,-230.2618,1.374447,0.04808426
o,10,3,3,328.6556,259.8215,1.963495,0.04808426
o,10,4,1,-376.6528,409.8127,2.552544,0.04808426
o,10,5,4,-91.05725,519.208,3.141593,0.04808426
o,10,6,7,-479.0949,-317.019,3.730641,0.04808426
o,10,7,9,369.9484,-35.09135,4.31969,0.04808426
o,10,8,5,-36.9776,315.2052,4.908739,0.04808426
o,10,9,2,-484.0722,-139.097,5.497787,0.04808426
o,10,0,6,-466.9254,377.5331,0,0.06784439
o,10,1,8,-295.2064,-536.7998,0.7853982,0.06784439
o,10,2,0,-336.9731,-230.2618,1.374447,0.06784439
o,10,3,3,328.6556,259.8215,1.963495,0.06784439
o,10,4,1,-376.6528,409.8127,2.552544,0.06784439
o,10,5,4,-91.05725,519.208,3.141593,0.06784439
o,10,6,7,-479.0949,-317.019,3.730641,0.06784439
