username,cursornum,primary_id,cursor_id,x,y,rotated_angle,diameter,window_size,delay,speed_rate,time
oga,10,0,0,0,0,0,10,1080,0,1,0
oga,10,1,6,0,0,0.7853982,10,1080,0,1,0
oga,10,2,9,0,0,1.374447,10,1080,0,1,0
oga,10,3,3,0,0,1.963495,10,1080,0,1,0
oga,10,4,1,0,0,2.552544,10,1080,0,1,0
oga,10,5,2,0,0,3.141593,10,1080,0,1,0
oga,10,6,7,0,0,3.730641,10,1080,0,1,0
oga,10,7,5,0,0,4.31969,10,1080,0,1,0
oga,10,8,8,0,0,4.908739,10,1080,0,1,0
oga,10,9,4,0,0,5.497787,10,1080,0,1,0
oga,10,0,0,213.1576,-27.86237,0,10,1080,0,1,0
oga,10,1,6,363.3691,-363.1449,0.7853982,10,1080,0,1,0
oga,10,2,9,233.4897,-466.9728,1.374447,10,1080,0,1,0
oga,10,3,3,411.4775,-233.3638,1.963495,10,1080,0,1,0
oga,10,4,1,-479.0494,81.7489,2.552544,10,1080,0,1,0
oga,10,5,2,-122.1842,121.1233,3.141593,10,1080,0,1,0
oga,10,6,7,323.9001,59.62378,3.730641,10,1080,0,1,0
oga,10,7,5,195.5956,140.5862,4.31969,10,1080,0,1,0
oga,10,8,8,-351.6729,-517.5931,4.908739,10,1080,0,1,0
oga,10,9,4,507.6041,-333.9435,5.497787,10,1080,0,1,0
oga,10,0,0,213.1576,-27.86237,0,10,1080,0,1,0.02000046
oga,10,1,6,363.3691,-363.1449,0.7853982,10,1080,0,1,0.02000046
oga,10,2,9,233.4897,-466.9728,1.374447,10,1080,0,1,0.02000046
oga,10,3,3,411.4775,-233.3638,1.963495,10,1080,0,1,0.02000046
oga,10,4,1,-479.0494,81.7489,2.552544,10,1080,0,1,0.02000046
oga,10,5,2,-122.1842,121.1233,3.141593,10,1080,0,1,0.02000046
oga,10,6,7,323.9001,59.62378,3.730641,10,1080,0,1,0.02000046
oga,10,7,5,195.5956,140.5862,4.31969,10,1080,0,1,0.02000046
oga,10,8,8,-351.6729,-517.5931,4.908739,10,1080,0,1,0.02000046
oga,10,9,4,507.6041,-333.9435,5.497787,10,1080,0,1,0.02000046
oga,10,0,0,213.1576,-27.86237,0,10,1080,0,1,0.02778625
oga,10,1,6,363.3691,-363.1449,0.7853982,10,1080,0,1,0.02778625
oga,10,2,9,233.4897,-466.9728,1.374447,10,1080,0,1,0.02778625
oga,10,3,3,411.4775,-233.3638,1.963495,10,1080,0,1,0.02778625
oga,10,4,1,-479.0494,81.7489,2.552544,10,1080,0,1,0.02778625
oga,10,5,2,-122.1842,121.1233,3.141593,10,1080,0,1,0.02778625
oga,10,6,7,323.9001,59.62378,3.730641,10,1080,0,1,0.02778625
oga,10,7,5,195.5956,140.5862,4.31969,10,1080,0,1,0.02778625
oga,10,8,8,-351.6729,-517.5931,4.908739,10,1080,0,1,0.02778625
oga,10,9,4,507.6041,-333.9435,5.497787,10,1080,0,1,0.02778625
oga,10,0,0,213.1576,-27.86237,0,10,1080,0,1,0.03617287
oga,10,1,6,363.3691,-363.1449,0.7853982,10,1080,0,1,0.03617287
oga,10,2,9,233.4897,-466.9728,1.374447,10,1080,0,1,0.03617287
oga,10,3,3,411.4775,-233.3638,1.963495,10,1080,0,1,0.03617287
oga,10,4,1,-479.0494,81.7489,2.552544,10,1080,0,1,0.03617287
oga,10,5,2,-122.1842,121.1233,3.141593,10,1080,0,1,0.03617287
oga,10,6,7,323.9001,59.62378,3.730641,10,1080,0,1,0.03617287
oga,10,7,5,195.5956,140.5862,4.31969,10,1080,0,1,0.03617287
oga,10,8,8,-351.6729,-517.5931,4.908739,10,1080,0,1,0.03617287
oga,10,9,4,507.6041,-333.9435,5.497787,10,1080,0,1,0.03617287
oga,10,0,0,213.1576,-27.86237,0,10,1080,0,1,0.04359627
oga,10,1,6,363.3691,-363.1449,0.7853982,10,1080,0,1,0.04359627
oga,10,2,9,233.4897,-466.9728,1.374447,10,1080,0,1,0.04359627
oga,10,3,3,411.4775,-233.3638,1.963495,10,1080,0,1,0.04359627
oga,10,4,1,-479.0494,81.7489,2.552544,10,1080,0,1,0.04359627
oga,10,5,2,-122.1842,121.1233,3.141593,10,1080,0,1,0.04359627
oga,10,6,7,323.9001,59.62378,3.730641,10,1080,0,1,0.04359627
oga,10,7,5,195.5956,140.5862,4.31969,10,1080,0,1,0.04359627
oga,10,8,8,-351.6729,-517.5931,4.908739,10,1080,0,1,0.04359627
oga,10,9,4,507.6041,-333.9435,5.497787,10,1080,0,1,0.04359627
oga,10,0,0,213.1576,-27.86237,0,10,1080,0,1,0.04795074
oga,10,1,6,363.3691,-363.1449,0.7853982,10,1080,0,1,0.04795074
oga,10,2,9,233.4897,-466.9728,1.374447,10,1080,0,1,0.04795074
oga,10,3,3,411.4775,-233.3638,1.963495,10,1080,0,1,0.04795074
oga,10,4,1,-479.0494,81.7489,2.552544,10,1080,0,1,0.04795074
oga,10,5,2,-122.1842,121.1233,3.141593,10,1080,0,1,0.04795074
oga,10,6,7,323.9001,59.62378,3.730641,10,1080,0,1,0.04795074
oga,10,7,5,195.5956,140.5862,4.31969,10,1080,0,1,0.04795074
oga,10,8,8,-351.6729,-517.5931,4.908739,10,1080,0,1,0.04795074
oga,10,9,4,507.6041,-333.9435,5.497787,10,1080,0,1,0.04795074
oga,10,0,0,213.1576,-27.86237,0,10,1080,0,1,0.05653381
oga,10,1,6,363.3691,-363.1449,0.7853982,10,1080,0,1,0.05653381
