username,cursornum,primary_id,cursor_id,x,y,rotated_angle,time
k,5,0,3,0,0,0,0
k,5,1,0,0,0,0.7853982,0
k,5,2,1,0,0,2.356194,0
k,5,3,4,0,0,3.926991,0
k,5,4,2,0,0,5.497787,0
k,5,0,3,200.8685,462.5836,0,0
k,5,1,0,-56.5918,54.53136,0.7853982,0
k,5,2,1,-384.1098,-385.8131,2.356194,0
k,5,3,4,-31.2188,181.1065,3.926991,0
k,5,4,2,19.98248,34.27484,5.497787,0
k,5,0,3,200.8685,462.5836,0,0.02000046
k,5,1,0,-56.5918,54.53136,0.7853982,0.02000046
k,5,2,1,-384.1098,-385.8131,2.356194,0.02000046
k,5,3,4,-31.2188,181.1065,3.926991,0.02000046
k,5,4,2,19.98248,34.27484,5.497787,0.02000046
k,5,0,3,200.8685,462.5836,0,0.02373505
k,5,1,0,-56.5918,54.53136,0.7853982,0.02373505
k,5,2,1,-384.1098,-385.8131,2.356194,0.02373505
k,5,3,4,-31.2188,181.1065,3.926991,0.02373505
k,5,4,2,19.98248,34.27484,5.497787,0.02373505
k,5,0,3,200.8685,462.5836,0,0.03604126
k,5,1,0,-56.5918,54.53136,0.7853982,0.03604126
k,5,2,1,-384.1098,-385.8131,2.356194,0.03604126
k,5,3,4,-31.2188,181.1065,3.926991,0.03604126
k,5,4,2,19.98248,34.27484,5.497787,0.03604126
k,5,0,3,200.8685,462.5836,0,0.04460907
k,5,1,0,-56.5918,54.53136,0.7853982,0.04460907
k,5,2,1,-384.1098,-385.8131,2.356194,0.04460907
k,5,3,4,-31.2188,181.1065,3.926991,0.04460907
k,5,4,2,19.98248,34.27484,5.497787,0.04460907
k,5,0,3,200.8685,462.5836,0,0.05157471
k,5,1,0,-56.5918,54.53136,0.7853982,0.05157471
k,5,2,1,-384.1098,-385.8131,2.356194,0.05157471
k,5,3,4,-31.2188,181.1065,3.926991,0.05157471
k,5,4,2,19.98248,34.27484,5.497787,0.05157471
k,5,0,3,200.8685,462.5836,0,0.07164383
