username,cursornum,primary_id,cursor_id,x,y,rotated_angle,time
k,5,0,1,0,0,0,0
k,5,1,4,0,0,0.7853982,0
k,5,2,3,0,0,2.356194,0
k,5,3,2,0,0,3.926991,0
k,5,4,0,0,0,5.497787,0
k,5,0,1,126.8158,184.0869,0,0
k,5,1,4,-115.1077,138.1424,0.7853982,0
k,5,2,3,-141.3185,-414.06,2.356194,0
k,5,3,2,-293.5971,299.3552,3.926991,0
k,5,4,0,403.893,233.6395,5.497787,0
k,5,0,1,126.8158,184.0869,0,0.02000046
k,5,1,4,-115.1077,138.1424,0.7853982,0.02000046
k,5,2,3,-141.3185,-414.06,2.356194,0.02000046
k,5,3,2,-293.5971,299.3552,3.926991,0.02000046
k,5,4,0,403.893,233.6395,5.497787,0.02000046
k,5,0,1,126.8158,184.0869,0,0.02386093
k,5,1,4,-115.1077,138.1424,0.7853982,0.02386093
k,5,2,3,-141.3185,-414.06,2.356194,0.02386093
k,5,3,2,-293.5971,299.3552,3.926991,0.02386093
k,5,4,0,403.893,233.6395,5.497787,0.02386093
k,5,0,1,126.8158,184.0869,0,0.03207779
k,5,1,4,-115.1077,138.1424,0.7853982,0.03207779
k,5,2,3,-141.3185,-414.06,2.356194,0.03207779
k,5,3,2,-293.5971,299.3552,3.926991,0.03207779
k,5,4,0,403.893,233.6395,5.497787,0.03207779
k,5,0,1,126.8158,184.0869,0,0.04006195
k,5,1,4,-115.1077,138.1424,0.7853982,0.04006195
k,5,2,3,-141.3185,-414.06,2.356194,0.04006195
k,5,3,2,-293.5971,299.3552,3.926991,0.04006195
k,5,4,0,403.893,233.6395,5.497787,0.04006195
k,5,0,1,126.8158,184.0869,0,0.04758072
k,5,1,4,-115.1077,138.1424,0.7853982,0.04758072
k,5,2,3,-141.3185,-414.06,2.356194,0.04758072
k,5,3,2,-293.5971,299.3552,3.926991,0.04758072
k,5,4,0,403.893,233.6395,5.497787,0.04758072
k,5,0,1,126.8158,184.0869,0,0.06806183
k,5,1,4,-115.1077,138.1424,0.7853982,0.06806183
k,5,2,3,-141.3185,-414.06,2.356194,0.06806183
k,5,3,2,-293.5971,299.3552,3.926991,0.06806183
k,5,4,0,403.893,233.6395,5.497787,0.06806183
k,5,0,1,126.8158,184.0869,0,0.07559586
k,5,1,4,-115.1077,138.1424,0.7853982,0.07559586
k,5,2,3,-141.3185,-414.06,2.356194,0.07559586
k,5,3,2,-293.5971,299.3552,3.926991,0.07559586
k,5,4,0,403.893,233.6395,5.497787,0.07559586
k,5,0,1,126.8158,184.0869,0,0.08751678
k,5,1,4,-115.1077,138.1424,0.7853982,0.08751678
k,5,2,3,-141.3185,-414.06,2.356194,0.08751678
k,5,3,2,-293.5971,299.3552,3.926991,0.08751678
k,5,4,0,403.893,233.6395,5.497787,0.08751678
k,5,0,1,126.8158,184.0869,0,0.09133148
k,5,1,4,-115.1077,138.1424,0.7853982,0.09133148
k,5,2,3,-141.3185,-414.06,2.356194,0.09133148
k,5,3,2,-293.5971,299.3552,3.926991,0.09133148
k,5,4,0,403.893,233.6395,5.497787,0.09133148
k,5,0,1,126.8158,184.0869,0,0.09563065
k,5,1,4,-115.1077,138.1424,0.7853982,0.09563065
k,5,2,3,-141.3185,-414.06,2.356194,0.09563065
k,5,3,2,-293.5971,299.3552,3.926991,0.09563065
k,5,4,0,403.893,233.6395,5.497787,0.09563065
k,5,0,1,126.8158,184.0869,0,0.09951782
k,5,1,4,-115.1077,138.1424,0.7853982,0.09951782
k,5,2,3,-141.3185,-414.06,2.356194,0.09951782
k,5,3,2,-293.5971,299.3552,3.926991,0.09951782
k,5,4,0,403.893,233.6395,5.497787,0.09951782
k,5,0,1,126.8158,184.0869,0,0.107605
k,5,1,4,-115.1077,138.1424,0.7853982,0.107605
k,5,2,3,-141.3185,-414.06,2.356194,0.107605
k,5,3,2,-293.5971,299.3552,3.926991,0.107605
k,5,4,0,403.893,233.6395,5.497787,0.107605
k,5,0,1,126.8158,184.0869,0,0.1114998
k,5,1,4,-115.1077,138.1424,0.7853982,0.1114998
k,5,2,3,-141.3185,-414.06,2.356194,0.1114998
k,5,3,2,-293.5971,299.3552,3.926991,0.1114998
k,5,4,0,403.893,233.6395,5.497787,0.1114998
k,5,0,1,126.8158,184.0869,0,0.1195526
k,5,1,4,-115.1077,138.1424,0.7853982,0.1195526
k,5,2,3,-141.3185,-414.06,2.356194,0.1195526
k,5,3,2,-293.5971,299.3552,3.926991,0.1195526
k,5,4,0,403.893,233.6395,5.497787,0.1195526
k,5,0,1,126.8158,184.0869,0,0.1234512
k,5,1,4,-115.1077,138.1424,0.7853982,0.1234512
k,5,2,3,-141.3185,-414.06,2.356194,0.1234512
k,5,3,2,-293.5971,299.3552,3.926991,0.1234512
k,5,4,0,403.893,233.6395,5.497787,0.1234512
