username,cursornum,primary_id,cursor_id,x,y,rotated_angle,time
k,10,0,2,0,0,0,0
k,10,1,8,0,0,0.7853982,0
k,10,2,0,0,0,1.374447,0
k,10,3,1,0,0,1.963495,0
k,10,4,3,0,0,2.552544,0
k,10,5,7,0,0,3.141593,0
k,10,6,9,0,0,3.730641,0
k,10,7,4,0,0,4.31969,0
k,10,8,6,0,0,4.908739,0
k,10,9,5,0,0,5.497787,0
k,10,0,2,273.8248,493.9997,0,0
k,10,1,8,-393.1965,-388.2423,0.7853982,0
k,10,2,0,-58.89313,72.01942,1.374447,0
k,10,3,1,285.0983,471.1953,1.963495,0
k,10,4,3,-161.4415,-516.8872,2.552544,0
k,10,5,7,257.1585,163.193,3.141593,0
k,10,6,9,-65.7455,-206.8727,3.730641,0
k,10,7,4,186.4549,-383.219,4.31969,0
k,10,8,6,261.2816,436.813,4.908739,0
k,10,9,5,94.58398,137.6079,5.497787,0
k,10,0,2,273.8248,493.9997,0,0.02000046
k,10,1,8,-393.1965,-388.2423,0.7853982,0.02000046
k,10,2,0,-58.89313,72.01942,1.374447,0.02000046
k,10,3,1,285.0983,471.1953,1.963495,0.02000046
k,10,4,3,-161.4415,-516.8872,2.552544,0.02000046
k,10,5,7,257.1585,163.193,3.141593,0.02000046
k,10,6,9,-65.7455,-206.8727,3.730641,0.02000046
k,10,7,4,186.4549,-383.219,4.31969,0.02000046
k,10,8,6,261.2816,436.813,4.908739,0.02000046
k,10,9,5,94.58398,137.6079,5.497787,0.02000046
k,10,0,2,273.8248,493.9997,0,0.02330399
k,10,1,8,-393.1965,-388.2423,0.7853982,0.02330399
k,10,2,0,-58.89313,72.01942,1.374447,0.02330399
k,10,3,1,285.0983,471.1953,1.963495,0.02330399
k,10,4,3,-161.4415,-516.8872,2.552544,0.02330399
k,10,5,7,257.1585,163.193,3.141593,0.02330399
k,10,6,9,-65.7455,-206.8727,3.730641,0.02330399
k,10,7,4,186.4549,-383.219,4.31969,0.02330399
k,10,8,6,261.2816,436.813,4.908739,0.02330399
k,10,9,5,94.58398,137.6079,5.497787,0.02330399
k,10,0,2,273.8248,493.9997,0,0.02775955
k,10,1,8,-393.1965,-388.2423,0.7853982,0.02775955
k,10,2,0,-58.89313,72.01942,1.374447,0.02775955
k,10,3,1,285.0983,471.1953,1.963495,0.02775955
k,10,4,3,-161.4415,-516.8872,2.552544,0.02775955
k,10,5,7,257.1585,163.193,3.141593,0.02775955
k,10,6,9,-65.7455,-206.8727,3.730641,0.02775955
k,10,7,4,186.4549,-383.219,4.31969,0.02775955
k,10,8,6,261.2816,436.813,4.908739,0.02775955
k,10,9,5,94.58398,137.6079,5.497787,0.02775955
k,10,0,2,273.8248,493.9997,0,0.0356102
k,10,1,8,-393.1965,-388.2423,0.7853982,0.0356102
k,10,2,0,-58.89313,72.01942,1.374447,0.0356102
k,10,3,1,285.0983,471.1953,1.963495,0.0356102
k,10,4,3,-161.4415,-516.8872,2.552544,0.0356102
k,10,5,7,257.1585,163.193,3.141593,0.0356102
k,10,6,9,-65.7455,-206.8727,3.730641,0.0356102
k,10,7,4,186.4549,-383.219,4.31969,0.0356102
k,10,8,6,261.2816,436.813,4.908739,0.0356102
k,10,9,5,94.58398,137.6079,5.497787,0.0356102
k,10,0,2,273.8248,493.9997,0,0.05981827
k,10,1,8,-393.1965,-388.2423,0.7853982,0.05981827
k,10,2,0,-58.89313,72.01942,1.374447,0.05981827
k,10,3,1,285.0983,471.1953,1.963495,0.05981827
