username,cursornum,primary_id,cursor_id,x,y,rotated_angle,time
k,50,0,4,0,0,0,0
k,50,1,42,0,0,0.7853982,0
k,50,2,26,0,0,0.8835729,0
k,50,3,25,0,0,0.9817477,0
k,50,4,23,0,0,1.079922,0
k,50,5,9,0,0,1.178097,0
k,50,6,34,0,0,1.276272,0
k,50,7,20,0,0,1.374447,0
k,50,8,10,0,0,1.472622,0
k,50,9,17,0,0,1.570796,0
k,50,10,30,0,0,1.668971,0
k,50,11,40,0,0,1.767146,0
k,50,12,11,0,0,1.865321,0
k,50,13,31,0,0,1.963495,0
k,50,14,45,0,0,2.06167,0
k,50,15,27,0,0,2.159845,0
k,50,16,37,0,0,2.25802,0
k,50,17,24,0,0,2.356194,0
k,50,18,47,0,0,2.454369,0
k,50,19,32,0,0,2.552544,0
k,50,20,2,0,0,2.650719,0
k,50,21,21,0,0,2.748893,0
k,50,22,48,0,0,2.847068,0
k,50,23,33,0,0,2.945243,0
k,50,24,16,0,0,3.043418,0
k,50,25,35,0,0,3.141593,0
k,50,26,13,0,0,3.239767,0
k,50,27,14,0,0,3.337942,0
k,50,28,43,0,0,3.436117,0
k,50,29,6,0,0,3.534292,0
k,50,30,28,0,0,3.632467,0
k,50,31,0,0,0,3.730641,0
k,50,32,5,0,0,3.828816,0
k,50,33,15,0,0,3.926991,0
k,50,34,18,0,0,4.025166,0
k,50,35,39,0,0,4.12334,0
k,50,36,7,0,0,4.221515,0
k,50,37,36,0,0,4.31969,0
k,50,38,46,0,0,4.417865,0
k,50,39,19,0,0,4.516039,0
k,50,40,1,0,0,4.614214,0
k,50,41,38,0,0,4.712389,0
k,50,42,29,0,0,4.810564,0
k,50,43,22,0,0,4.908739,0
k,50,44,8,0,0,5.006913,0
k,50,45,49,0,0,5.105088,0
k,50,46,44,0,0,5.203263,0
k,50,47,41,0,0,5.301437,0
k,50,48,3,0,0,5.399612,0
k,50,49,12,0,0,5.497787,0
k,50,0,4,537.4714,-352.567,0,0
k,50,1,42,166.8259,-66.43921,0.7853982,0
k,50,2,26,66.11206,219.4937,0.8835729,0
k,50,3,25,-427.4495,381.181,0.9817477,0
k,50,4,23,-58.74171,-400.6936,1.079922,0
k,50,5,9,189.9886,457.8152,1.178097,0
k,50,6,34,-59.85551,-230.4755,1.276272,0
k,50,7,20,-494.3044,-355.5679,1.374447,0
k,50,8,10,-196.3062,-94.19336,1.472622,0
k,50,9,17,488.4956,211.7796,1.570796,0
k,50,10,30,-365.8315,-467.1938,1.668971,0
k,50,11,40,-125.6638,-249.4521,1.767146,0
k,50,12,11,40.49327,291.6553,1.865321,0
k,50,13,31,-478.0869,113.0541,1.963495,0
k,50,14,45,-313.3041,-296.1186,2.06167,0
k,50,15,27,311.4826,-347.827,2.159845,0
k,50,16,37,-66.8078,-530.6,2.25802,0
k,50,17,24,-230.3311,-425.0355,2.356194,0
